CNES,NOME FANTASIA,UF,MUNICIPIO
7128878,MARIA ELESIANE DAMASIO CARDOSO CROCETTA,SC,ORLEANS
6622909,EVANDRO FRANCO DA ROCHA,SC,BLUMENAU
6623387,CONSULTORIO TUPER DIVISAO DE TUBOS,SC,SAO BENTO DO SUL
6624650,PAULO DOUGLAS TEFILI,SC,FLORIANOPOLIS
6219330,VIDA MOVIMENTO CLINICA INTEGRADA,SC,BLUMENAU
6421547,SAMU SERVICO DE ATENDIMENTO MOVEL DE URGENCIA LAGUNA,SC,LAGUNA
6410537,CENTRO DE ATENCAO PSICOSSOCIAL DE ALCOOL E DROGAS DE TUBARAO,SC,TUBARAO
6628117,LENITA FERREIRA MARIA RABELO,SC,FLORIANOPOLIS
2691132,MARCO ANTONIO MEISTER,SC,ITAPEMA
5089816,MARCELO BASTOS VALBAO,SC,BLUMENAU
6411576,BRUST ODONTOLOGIA,SC,ITAPEMA
6413161,CLINICA PSICANALITICA DE FLORIANOPOLIS,SC,FLORIANOPOLIS
6345441,BRAULIO TERCIUS ESCOBAR,SC,TUBARAO
6346707,VIVIANE TOFFOLO,SC,BLUMENAU
6991505,SAMU OTACILIO COSTA,SC,OTACILIO COSTA
7153791,CENTRO DE PNEUMOLOGIA LTDA,SC,LAGES
7153732,SPA SERVICO DE PSIQUIATRIA APLICADA LTDA,SC,LAGES
7153740,CEAD CENTRO DO APARELHO DIGESTIVO,SC,LAGES
6688136,VIVIAN DA CAS ENGELKE ME,SC,JARAGUA DO SUL
6692753,LUZ E VENTURINI AUDITORIA LTDA,SC,JOINVILLE
6701329,ROGERIO LUIZ DA SILVA,SC,JARAGUA DO SUL
6689132,SANTA CLARA ODONTOLOGIA,SC,FLORIANOPOLIS
7143044,CLINICA BARBATO,SC,FLORIANOPOLIS
6393187,SILVINO JACQUES FILHO,SC,FLORIANOPOLIS
6702805,CLINICA SAO RAFAEL,SC,ITAPEMA
6711820,CONSULTORIO LISANDRA CARRION,SC,ITAPEMA
5729602,APAE,SC,FAXINAL DOS GUEDES
5805996,APAE IRACEMINHA,SC,IRACEMINHA
7170734,SUPERA CENTRO DE ONCOLOGIA E MASTOLOGIA,SC,CHAPECO
7132239,UNIDADE DE SAUDE MEIA PRAIA II,SC,ITAPEMA
7144970,LABORATORIO CAMPINAS,SC,SAO JOSE
6710271,CLINICA FACE ODONTOLOGIA E MEDICINA,SC,FLORIANOPOLIS
6703089,HAROLDO EVANGELISTA VARGAS,SC,JOINVILLE
2550822,CENTRO DE SAUDE RANCHO QUEIMADO,SC,RANCHO QUEIMADO
7141378,UNIDADE DE SAUDE SAO CRISTOVAO,SC,LAGES
6712991,CONSULTORIO ODONTOLOGICO,SC,CHAPECO
6713874,JAQUELINE ELISA MALDANER DE OLIVEIRA,SC,CHAPECO
6384927,SECRETARIA MUNICIPAL DE SAUDE DE DIONISIO CERQUEIRA,SC,DIONISIO CERQUEIRA
7137877,UNIDADE BASICA DE SAUDE ENTRE RIOS,SC,CELSO RAMOS
6363369,LEILA CRISTINA T MONTEIRO CABRAL,SC,BLUMENAU
6224997,KELY CRISTINA MARIN,SC,CHAPECO
7134223,CLINIPON CLINICA DE SAUDE DOS MILITARES ESTADUAIS SC,SC,JARAGUA DO SUL
6237975,GUSTAVO DE ANDRADE BRESSAN,SC,SAO JOSE
2553228,UBS LUCIA MARIA BERTO GERVASONI,SC,IRACEMINHA
7341288,REDE FEMININA DE COMBATE AO CANCER,SC,CONCORDIA
7350740,DAGOBERTO QUADROS ROYES,SC,JARAGUA DO SUL
7352972,LIANA PICCOLI,SC,PASSOS MAIA
6324169,GERENCIA DE SAUDE BLUMENAU,SC,BLUMENAU
7184514,FLAVIO SANDRIN,SC,CHAPECO
7180004,JESSIKA WINI FEUZER,SC,RIO DO SUL
7187483,CAROLINE PIOVEZANI DOS SANTOS,SC,VARGEAO
6342655,JAN FREDERICO HOCHLEITNER,SC,BLUMENAU
5354846,CEO CENTRO DE ESPECIALIDADE ODONTOLOGICA,SC,DIONISIO CERQUEIRA
7332793,JADER GOSS JUNIOR,SC,BLUMENAU
7341059,APAE CAMINHO ABERTO,SC,GUARUJA DO SUL
7344570,POSTO COLETA GAVAZZONI,SC,VARGEM
7351194,RUTSNEI SCHMITZ JUNIOR,SC,SAO JOSE
7344589,ODONTOMOVEL VARGEM,SC,VARGEM
7264496,EDUARDA LAYS ROSSATO,SC,CHAPECO
7246358,CARLISE,SC,TUNAPOLIS
7158211,RENATA CRISTINA TEIXEIRA PINTO VIANA,SC,BALNEARIO CAMBORIU
7142080,POLICLINICA DA CRIANCA,SC,ICARA
7153724,SOLITAIRE SERVICOS MEDICOS LTDA,SC,LAGES
7144695,PROCTOCLIN,SC,CRICIUMA
7168594,FISIOLOPES,SC,LAGES
7166249,CAROLINE DA SILVA SANCHES,SC,ARARANGUA
7192061,MED CLINICA,SC,BALNEARIO PICARRAS
7151527,CONSULTORIO ODONTOLOGICO DRA MARCIELI PERITO SCHMITZ,SC,TUBARAO
7152302,SILVANA COSTA,SC,XANXERE
7143532,MONICA REGINA DE AZEVEDO,SC,BALNEARIO CAMBORIU
7149190,ENDOCARDIO,SC,BRUSQUE
7151365,SOLANGE GEORG,SC,JARAGUA DO SUL
7147929,RUBIA BATTISTI,SC,LAGES
7148992,POSTO DE SAUDE SANTA LUCIA,SC,PALMITOS
7240945,CLAUDIA REGINA SANDRI,SC,BALNEARIO CAMBORIU
7225806,FERNANDA PATRICIA MORATELLI LAVALL,SC,CHAPECO
7221320,CONSULTORIO ODONTOLOGICO MARIA GORETI DA SILVA,SC,FLORIANOPOLIS
7201257,VIA SALLUS CLINICA ODONTOLOGICA,SC,TUBARAO
7192274,ANADIR FATIMA BORTOLI,SC,CHAPECO
7215959,ESPACO BINAH,SC,FLORIANOPOLIS
7205937,CONSULTORIO ODONTOLOGICO DRA ANA KARINA WENSIBOSKI FERREIRA,SC,JOINVILLE
7223323,JOSE LUIZ BRANCO RAMOS,SC,LAGES
7222696,CONSULTORIO ODONTOLOGICO DR GILVAN ZANCO,SC,NOVA ERECHIM
7234015,ETC LABORATORIO DE PROTESE DENTARIA LTDA ME,SC,CONCORDIA
7235046,FERNANDA NUTRICIONISTA,SC,PINHALZINHO
7204620,CENTRO MODERNO DE FISIOTERAPIA GERIATRICA,SC,BALNEARIO CAMBORIU
7198434,ALESSANDRA GUERRA,SC,BLUMENAU
7201656,ESTRATEGIA DE SAUDE DA FAMILIA GASPAR GRANDE,SC,GASPAR
7238843,JOAO FRANCISCO MAFRA,SC,BALNEARIO CAMBORIU
7230524,CONSULTORIA DE PSICOLOGIA SHEILA MARQUARDT,SC,CRICIUMA
7214790,SAMU FPOLIS USA1,SC,FLORIANOPOLIS
7232128,SAMU JOACABA USA,SC,JOACABA
7236271,HUMAN CLINICAL,SC,PORTO UNIAO
7233124,CLINICA TONON,SC,TUBARAO
7172168,UNIDADE BASICA DE SAUDE GENY WESTRUPP,SC,ARAQUARI
7170521,CHARLIZE DELFINO DE SOUZA,SC,SAO JOSE
7215398,CONSULTORIO MEDICO,SC,BALNEARIO CAMBORIU
7211287,NASF NUCLEO DE APOIO A SAUDE DA FAMILIA CAPIVARI DE BAIXO,SC,CAPIVARI DE BAIXO
7218354,SAMU DE IBIRAMA,SC,IBIRAMA
7209568,CONSULTORIO DE FISIOTERAPIA ANA CAROLINA MANKE,SC,MASSARANDUBA
7203551,UNIDADE BASICA DE SAUDE DA FAMILIA ESTRELA BRILHANTE,SC,SAO JOAQUIM
7187149,LABORATORIO SANTA GEMA,SC,MONTE CARLO
2537184,LABOTIM LABORATORIO DE ANALISES CLINICAS LTDA,SC,TIMBO
2537214,LABORATORIO CHAPECO DE ANALISES E PESQUISAS CLINICAS LTDA,SC,CHAPECO
2537249,EQUILIBRIO DA FORMA LTDA,SC,CHAPECO
2537281,CADO CENTRO AVANC DIAGNOSTICO OFTALMOLOGICO,SC,CHAPECO
2537338,TOMOCLINICA,SC,CHAPECO
2537362,FISIOCLIN CLINICA DE FISIOTERAPIA E REABILITACAO LTDA,SC,CHAPECO
2537397,HOSPITAL UNIMED CHAPECO,SC,CHAPECO
2537443,CLINICA DE OLHOS DR DELSO BONFANTE SC LTDA,SC,CHAPECO
2537486,LABORATORIO CONFIANCA,SC,CHAPECO
2537516,CLINICA DE MARCO,SC,CHAPECO
2537605,CENTRO INTEGRADO DE SAUDE GRANDE EFAPI,SC,CHAPECO
2537702,CENTRO INTEGRADO DE SAUDE OESTE,SC,CHAPECO
2537745,CENTRO INTEGRADO DE SAUDE NORTE,SC,CHAPECO
2537788,HOSPITAL REGIONAL DO OESTE,SC,CHAPECO
2538679,MARCHIOLLI FRANCA FERNANDES,SC,CHAPECO
2538709,IRES LISE PANSERA,SC,CHAPECO
2538717,IVONETE MARIA PIZZATO,SC,CHAPECO
2538741,LUCIANA BEAL,SC,CHAPECO
2538792,SIRNEU SILON ROMAN,SC,CHAPECO
2538857,ALCIDES HIRA,SC,CHAPECO
5593603,MARILIA ROSA MENDES NUNES,SC,JOINVILLE
3818985,MARIA DE FATIMA CORDEIRO RAMOS,SC,FLORIANOPOLIS
3819027,OFTALMOCENTRO,SC,FLORIANOPOLIS
3819078,LUIZ ARTUR DA LUZ,SC,FLORIANOPOLIS
3822257,CONSULTORIO OFTALMOLOGICO DR DARLAN DALMORO,SC,SAO JOSE
3822281,LUIZ BARBOZA NETO,SC,FLORIANOPOLIS
3822354,CONS MED LIGIA MARIA MORTARI,SC,FLORIANOPOLIS
3826163,CRISTHAL CENTER CONSULTORIO ASSOCIADOS S S LTDA 02,SC,FLORIANOPOLIS
3826864,JOSE ELOI RAZEIRA,SC,FLORIANOPOLIS
3827712,CLINICA MEDICA AFFINITA,SC,FLORIANOPOLIS
3831361,SONIA DE CASTRO S THIAGO,SC,FLORIANOPOLIS
3832015,CLINI CENTER,SC,PALHOCA
3832082,HELOISA HELENA RAMOS FONSECA,SC,FLORIANOPOLIS
3834131,ANTONIO ALBERTO LIMA BELEZA FILHO,SC,JARAGUA DO SUL
3836215,FISIOPAT,SC,JOINVILLE
3838676,WALMOR BERRETTA JUNIOR,SC,SAO FRANCISCO DO SUL
3842630,ROBERTO AUGUSTO LINHARES FERREIRA,SC,SAO JOSE
3845354,RA SERVICOS MEDICOS,SC,JOINVILLE
3866483,RENATO CESAR LEBORBENCHON POLLI,SC,FLORIANOPOLIS
2541408,CLINICA MANTOVANI LTDA,SC,CRICIUMA
7175183,INTERCLINICAS MENINO DEUS,SC,LAGES
7169892,DENTOPREV,SC,CRICIUMA
2542110,CLINDERMA CLINICA DERMATOLOGICA DRA SILVANA ZARUR,SC,CRICIUMA
2542153,CONSULTORIO PEDIATRICO DRA BARBARA APARECIDA FERNANDES,SC,CRICIUMA
2542366,CONSULTORIO ODONTOLOGICO DR GLADSON PERUCHI RIBEIRO,SC,CRICIUMA
2542404,CLINICA DE OLHOS DR MURILO ROSA LTDA,SC,CRICIUMA
2542536,CONSULTORIO ODONTOLOGICO DR ROSANE ARNS ROSSO,SC,CRICIUMA
5032598,GUSTAVO DE RE,SC,BLUMENAU
5033608,CLINICA DE COLOPROCTOLOGIA DRA JAKELINE GULES LTDA,SC,BLUMENAU
5034973,ANICK AUGUSTIN OLIVEIRA,SC,BLUMENAU
5036607,CONSULTORIO ODONTOLOGICO PRICILA CARLA ZIBELI,SC,PALHOCA
5038480,MIRENE CETSUKO NAKANE ALVES PEREIRA,SC,FLORIANOPOLIS
5040728,CONSULTORIO ODONTOLOGICO DEBORA DUARTE,SC,FLORIANOPOLIS
5042127,ANA BEATRIZ ALVIM GUIMARAES,SC,BALNEARIO CAMBORIU
5042275,SIM,SC,CHAPECO
5042372,CLINICA DR AMARAL,SC,CHAPECO
5044510,CARDIOCLINICA S C LTDA,SC,JARAGUA DO SUL
5045320,ROLF ROBERTO HORST S S LTDA,SC,JARAGUA DO SUL
5046831,MARCIA MITIKO GUINOZA,SC,CANOINHAS
5047102,CAPS I GRUPO ESPERANCA CASA AZUL,SC,MAFRA
5047854,CONSULTORIO DR LUIZ AUGUSTO BORBA,SC,CRICIUMA
5050014,FISIOFORTE,SC,TUBARAO
5050049,EDSON FLAVIO COLLA,SC,CANOINHAS
5050782,FISIO E VIDA,SC,ITAJAI
3147525,CLINICA DE FISIOTERAPIA FISIODONTO,SC,CACADOR
2541580,ROCHA LABORATORIO TOTAL,SC,CRICIUMA
2541637,CRED DENTE,SC,CRICIUMA
2541815,CONSULTORIO ODONTOLOGICO DR DANIEL MACCARINI,SC,CRICIUMA
3014940,CORDEIRO WILLRICH,SC,BRUSQUE
3032043,PRESIDIO REGIONAL DE TUBARAO,SC,TUBARAO
3038297,FISIOVIDA AKQUA CLINICA DE FISIOTERAPIA,SC,HERVAL D'OESTE
3047636,CLINICA JARAGUA,SC,JARAGUA DO SUL
3054535,UBS MORRO DA CAIXA,SC,TUBARAO
3054543,UBS REVOREDO EMILIO AGOSTINHO MACCARI,SC,TUBARAO
3062724,UBSF JARDIM EDILENE,SC,JOINVILLE
3068242,CLINICA NEUROLOGICA,SC,JOINVILLE
3069818,CLINICA SANTA TEREZINHA,SC,GUARAMIRIM
3070298,CFHJ CENTRO DE FISIOTERAPIA E HIDROTERAPIA JLLE,SC,JOINVILLE
3072002,INSTITUTO DA CRIANCA,SC,JOINVILLE
5519306,CLINICA ODONTOLOGICA MARCIO ALEXANDRE BERNARDO LTDA,SC,SAO JOSE
5528763,JUCARA C DAL TOE POZZOBON,SC,CRICIUMA
5543924,ESCOLA ESPECIAL SONHO DOURADO,SC,ICARA
5545366,CIENCIA FILIAL 05,SC,SAO JOSE
5583144,TERRY MAR LENHARD,SC,JOINVILLE
5583578,INSTITUTO DE PSICODRAMA,SC,JOINVILLE
5583918,SERGIO COELHO DE SOUZA LIBERATO,SC,ITAJAI
5589363,MONICA DIANA AVILA DE MICHELS,SC,JOINVILLE
5590655,RITA LERMEN KINDEL AGNEZI,SC,JOINVILLE
5590825,CLINIVIDA CLINICA DE FISIOTERAPIA E ESTETICA,SC,BLUMENAU
5591937,ODONTO SORRISO,SC,SAO BENTO DO SUL
5592259,CLINICA DE MASTOLOGIA DIAGNOSTICO,SC,FLORIANOPOLIS
2674246,CONSULTORIO ODONTOLOGICO DR ALEXANDRE E DRA MONICA ROEDEL,SC,NAVEGANTES
2674289,CONSULTORIO ODONTOLOGICO GRACIELA KOEGLER,SC,NAVEGANTES
2674327,HOSPITAL NOSSA SENHORA DOS NAVEGANTES,SC,NAVEGANTES
2674645,CAPS AD,SC,BLUMENAU
2687925,UNIDADE DE SAUDE PLANALTO,SC,BRUSQUE
2688735,NEO DIAGNOSTICO,SC,CONCORDIA
3567591,MAI ANIBAL GAYA,SC,BALNEARIO CAMBORIU
2491818,ANA MARIA FREITAS GAULAND,SC,TUBARAO
5326508,KARINA VIANA PEREIRA,SC,JOINVILLE
5327768,CLINICA UROLOGICA VIECILI,SC,CHAPECO
5330602,FISIOPORTO,SC,IMBITUBA
5354528,EXCLUSIVE SAUDE,SC,PENHA
5355958,ALAINA NANDES OLIVEIRA DA SILVA,SC,ITAJAI
5368669,EMILIO JOSE SCHWANZ RAMOS,SC,TIMBO
2691442,LABORATORIO SAO GERONIMO,SC,PALHOCA
2691604,JAIR ANTONIO DE SOUZA E SILVA,SC,INDAIAL
2691701,FISIO IN,SC,INDAIAL
2691779,GINECLIN INSTITUTO DA MULHER,SC,INDAIAL
2691868,HOSPITAL INFANTIL JOANA DE GUSMAO,SC,FLORIANOPOLIS
2522101,HOSPITAL SANTA CATARINA,SC,BLUMENAU
2522152,CENTRO HEMOTERAPICO BLUMENAU SC,SC,BLUMENAU
2522195,HOSPITAL DO PULMAO,SC,BLUMENAU
2522268,LABORATORIO SANTO ANTONIO,SC,BLUMENAU
2670151,CLINIVILLE DR HERCILIO HOEPFNER JUNIOR,SC,JOINVILLE
2670194,JULIO CESAR JAHN,SC,JOINVILLE
2670720,PABLO SANDOVAL,SC,JOINVILLE
2670798,LUIS RENATO BRAGA SIMAO,SC,JOINVILLE
2670836,MARLO VINICIUS DUARTE LEMOS,SC,JOINVILLE
2670860,LUIS CARLOS SCHAFASCHEK,SC,JOINVILLE
2670933,VANESSA VIEIRA FERREIRA EXTERCHOTER,SC,JOINVILLE
2670976,DENISE KOHN,SC,JOINVILLE
2671050,ADRIANA RUBIA KRUGER,SC,JOINVILLE
2671115,CARINA DITTRICH,SC,JOINVILLE
2671182,ADRIANA RIBEIRO E RIBEIRO,SC,JOINVILLE
3982580,CLINICA INTEGRADA,SC,SAO MIGUEL DO OESTE
3987965,CLAUDETE DE MORAIS,SC,BALNEARIO CAMBORIU
3990095,EVERSON FERNANDO MALLUTA,SC,ITAJAI
3990567,RAFAEL LENZI TARNOWSKY,SC,BLUMENAU
3992527,EDGARD VICENTE DE SOUZA,SC,CANOINHAS
3992551,CONSULTORIO MEDICO JOSE FLAVIO BENETTI,SC,CANOINHAS
3992594,REDE FEMININA DE COMBATE AO CANCER DE CANOINHAS SC,SC,CANOINHAS
3992608,CARDIOCENTER CONSULTORIO CARDIOLOGICO,SC,CANOINHAS
2521199,SINDICATO DOS COMERCIARIOS,SC,JOINVILLE
2521229,LABORATORIO SANTA PAULA,SC,JOINVILLE
5476461,SCULTURAL,SC,FLORIANOPOLIS
5479169,ORTOPLUS,SC,RIO DO SUL
5479630,CISAMVI,SC,BLUMENAU
5480965,COSULTORIO DE PSICOLOGIA DRA ERICA BORTOLOTTO PREMOLI,SC,CRICIUMA
5482755,SESI DEPARTAMENTO REGIONAL DO ESTADO DE SANTA CATARINA,SC,CACADOR
2502534,CLINIFON CLINICA FONOAUDIOLOGIA INTEGRADA,SC,LAGES
2385759,UNIDADE DE SAUDE DA FAMILIA DE ARROIO,SC,IMBITUBA
5268230,MARISA SALVADOR DOMINGUEZ,SC,FLORIANOPOLIS
5271428,CLINICA MEDICO CIRURGICA,SC,TIMBO
5272599,SANDRA HELOISA ROSSKAMP,SC,BLUMENAU
5272653,DIONE GIESELER,SC,BLUMENAU
5273781,FLAVIA PINHEIRO MILORI DEMARCHI,SC,BLUMENAU
5277388,SAMYRA AMIN VIEIRA DA COSTA,SC,FLORIANOPOLIS
5282489,UNIDADE DE SAUDE JOSE AMANDIO,SC,BOMBINHAS
5282527,SESI CLINICA,SC,TUBARAO
5283426,CENTRO MEDICO FLORIANOPOLIS,SC,FLORIANOPOLIS
3978346,MARCIO WESTPHAL BATISTA DA SILVA,SC,BLUMENAU
3978508,ANA FLAVIA COSTA DE OLIVEIRA,SC,BLUMENAU
3978842,CAPSAD CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,SC,CACADOR
3982521,CONSULTORIO DE CARDIOLOGIA,SC,LAGUNA
7255829,ODONTO ESTHETIC,SC,MONDAI
2690225,SAPI SERVICO DE ATENCAO PSICOSSOCIAL,SC,INDAIAL
2690918,ORTODONTIA ESPECIALIZADA,SC,TIJUCAS
2691027,ESTRATEGIA DE SAUDE DA FAMILIA BERTOLINA MAY KECHELE I,SC,INDAIAL
2691248,LABORATORIO ANALISES CLINICAS UNIDOS LTDA,SC,GASPAR
2691337,LABORATORIO DE ANALISES CLINICAS FAITA,SC,PENHA
2691434,LABORATORIO SAO CLEMENTE,SC,FLORIANOPOLIS
3564460,WALDIR PACHECO,SC,LAGES
3565009,IDEF INSTITUTO DE DIABETES E ENDOCRINOLOGIA DE FLORIANOPOL,SC,FLORIANOPOLIS
2336626,SERGIO LUIZ BRATTIG,SC,BALNEARIO CAMBORIU
2436868,MARIO AFONSO KESSLER,SC,CONCORDIA
2491060,UNIDADE BASICA DE SAUDE CAMPO DA AGUA VERDE ESF,SC,CANOINHAS
2491354,MULT MED,SC,TUBARAO
2491400,DIPREVER,SC,TUBARAO
2491443,PROGRAMA DE PREVENCAO SAUDE BUCAL,SC,TUBARAO
2491583,LABORATORIO DR ROBERTO,SC,TUBARAO
2545055,CONSTANICE FERREIRA R DOS SANTOS,SC,ITAJAI
2671220,CLAUDIA GASTALDI DE MELO MACHADO LOPES CORREA,SC,JOINVILLE
2671255,SAUDE GLOBAL,SC,JOINVILLE
2671298,IEJE,SC,JOINVILLE
2671328,SISO CONVENIOS ODONTOLOGICOS JOINVILLE,SC,JOINVILLE
2671352,CLINICA BERTOLI,SC,JOINVILLE
2671395,CLINICA PEDIATRICA E ODONTOPEDIATRICA DE JOINVILLE,SC,JOINVILLE
2671433,CLINICA HOMEOPATICA VIRAL,SC,JOINVILLE
2671530,INSTITUTO JOINVILLENSE DE GERIATRIA,SC,JOINVILLE
5079470,CENTRO MEDICO SAO JOSE,SC,SAO JOSE
2543907,CONSULTORIO ODONTOLOGICO MARCOS GIOVANETTI,SC,SAO MIGUEL DO OESTE
2544334,NELSON LUIZ MELO JUNIOR,SC,ITAJAI
2544369,OSNY THADEU SCHAUFFERT,SC,ITAJAI
2544407,PAULO CLIDENOR L SOARES,SC,ITAJAI
2544458,MARIZE SILVA PROSDOCIMO,SC,ITAJAI
2544512,LUCRECIA NIVEA LIBERATO SILVA,SC,ITAJAI
2539888,LILIAN KAEMPF,SC,CHAPECO
2539926,ARMANDO SCHAEFER,SC,CHAPECO
2539977,VALTER BORGES,SC,CHAPECO
2540002,VALDIR GIOVANI GNOATTON,SC,CHAPECO
2540037,MARIO AUGUSTO FLORES,SC,CHAPECO
5013283,LABORATORIO DENTARIO PULS LTDA,SC,CRICIUMA
5013968,TANIA ANDEA SOUZA DALMOLIN,SC,SAO BENTO DO SUL
5014816,HUMBERTO BOLOGNINI TRIDAPALLI,SC,BLUMENAU
5015634,ANA LUCIA POVERELLI,SC,SAO BENTO DO SUL
5015669,CARDIOCLINICA PLANALTO NORTE,SC,SAO BENTO DO SUL
5016118,PATRICIA SCHEFFER THOMAZELLI,SC,BLUMENAU
5016193,ULYSSEIA MENEZES DA COSTA DUARTE,SC,SAO BENTO DO SUL
2501082,CLINICA DA PELE,SC,VIDEIRA
2501732,VALQUIRIA CHAVES RIBEIRO,SC,LAGES
2501775,CLEITON LUIZ BORDIN,SC,LAGES
2501813,LIZANDRA VIEIRA RODRIGUES,SC,LAGES
2501856,CLINICA ODONTOLOGICA FREI ROGERIO LTDA,SC,LAGES
2502046,ADILSON DAMASCENO FIGUEIREDO,SC,LAGES
2502070,RODRIGO SANTOS RAMOS,SC,LAGES
2502100,BRUNO CALGARO DE CARVALHO,SC,LAGES
2502143,RUBENS ALEXANDRE ALVES,SC,LAGES
5500753,CLINICA ODONTOLOGICA SANTA RITA DE CASSIA,SC,LAGES
5501288,CENTRO DE SAUDE DA FAMILIA JARDIM DO LAGO,SC,CHAPECO
5512433,CLAUDIO AGNE MUCCILLO,SC,FLORIANOPOLIS
5516676,CLINICA MEDICA CONSULMED,SC,ITAJAI
3786552,CLINICA DR JOSE EDUARDO GAUZA,SC,JOINVILLE
3790061,CLINICA MARC,SC,JARAGUA DO SUL
3790142,WALTER LEON ZAPATA MONTANO,SC,JARAGUA DO SUL
3796868,UNIDADE BASICA CENTRAL,SC,SAO BENTO DO SUL
3797082,CAMILA COSTA NETTO MUNIZ,SC,FLORIANOPOLIS
3799034,MIRCE MERI VIEIRA SETLIK,SC,ITAJAI
3800342,TIAGO DE SALLES GRAFFUNDER,SC,BLUMENAU
3804461,EDISON NOMURA,SC,FLORIANOPOLIS
3804534,NILSON FERNANDO DORL,SC,JOACABA
3807851,ROSA MARIA LENZI BUENO,SC,FLORIANOPOLIS
3807916,HENRIQUE JOSE BEIRAO,SC,FLORIANOPOLIS
3809390,CAROLINE BENVENHU SERAPHINI,SC,BALNEARIO CAMBORIU
2663740,POLICLINICA MUNICIPAL DE CAMPINAS,SC,SAO JOSE
2663821,CENTRO DE SAUDE BELA VISTA,SC,SAO JOSE
2664879,HOSPITAL NEREU RAMOS,SC,FLORIANOPOLIS
3953858,MICHELANGELO ANTUNES FERREIRA,SC,TIMBO
3960773,CLINICA DE CIRURGIA DE OLHOS VIDEIRA SS LTDA,SC,VIDEIRA
3964159,MARIO WOLOWSKI MUSSI,SC,FLORIANOPOLIS
3966739,ANA MARIA CABRAL DA COSTA ARAUJO,SC,FLORIANOPOLIS
3968944,UNIDADE SAUDE DA FAMILIA DA LIMPA,SC,IMBITUBA
2640465,JOSE FILAGRANA,SC,RIO DO SUL
2306174,PRONTO ATENDIMENTO MEDICO AMBULATORIAL AROLDO SCHULZ PAMA,SC,JARAGUA DO SUL
2306204,UNIDADE BASICA DE SAUDE WOLFGANG WEEGE,SC,JARAGUA DO SUL
2306298,CLINICA SER,SC,JARAGUA DO SUL
2334887,RONAT RODRIGUES GARCIA,SC,BALNEARIO CAMBORIU
2335026,AEC AMBULATORIO DE ESPECIALIDADES CENTRAL,SC,BALNEARIO CAMBORIU
2335050,LMBC LABORATORIO MUNICIPAL DE BALNEARIO CAMBORIU,SC,BALNEARIO CAMBORIU
2335107,SADT CEFIR CENTRO DE FISIOTERAPIA E REABILITACAO,SC,BALNEARIO CAMBORIU
2335344,NEWTON PEREIRA VAZ,SC,BALNEARIO CAMBORIU
2335514,MARIO CARLOS GONCALVES,SC,BALNEARIO CAMBORIU
2335727,ELIO HADLICH,SC,BALNEARIO CAMBORIU
2335786,DELMO DUMKE,SC,BALNEARIO CAMBORIU
2504103,FERNANDO CESAR CAVALCANTI DE SOUZA,SC,LAGES
3387720,REGIAO 08 PRADO,SC,BIGUACU
3393682,DR ALCEU FILLMANN CLINICA MEDICA,SC,JOINVILLE
3405230,MOVIMENTO,SC,CRICIUMA
3417646,FERNANDO ROBERTO KLEIS JUNIOR,SC,BLUMENAU
5051282,MAVILDE DOS SANTOS GOMES,SC,ITAJAI
5051665,CEO,SC,MAFRA
5051754,BAYARD ASTERIO KNIEST,SC,TUBARAO
5053102,CHARLES MACHADO,SC,BRUSQUE
5055318,RENATA DAROS,SC,CHAPECO
5057205,CLINICA ORLA,SC,FLORIANOPOLIS
5057337,CLAUDIO RIBEIRO WERNER,SC,ITAJAI
3143066,LABORATORIO DE ANALISES CLINICAS PASTEUR II,SC,SAO BENTO DO SUL
3145042,CENTRO DE INVESTIGACOES CLINICAS,SC,JOINVILLE
2300079,ESF CORTICEIRA,SC,GUARAMIRIM
2301806,UNIDADE SANITARIA DE CACADOR,SC,CACADOR
2301830,HOSPITAL MAICE,SC,CACADOR
2301989,EXPRESSO SAUDE,SC,CACADOR
2302012,ESF SANTA GEMA,SC,VIDEIRA
2302063,PAME PRONTO ATENDIMENTO MEDICO AMBULATORIAL 24HRS,SC,VIDEIRA
2302136,POSTO DE SAUDE BAIRRO SORGATTO JONAS RAMOS,SC,CACADOR
2661993,ANDRE LUIZ LERMEN,SC,LAGES
2662043,ROESNILTON DE OLIVEIRA PUCCI,SC,LAGES
3756467,EVERSON FERNANDO MALLUTA,SC,BALNEARIO CAMBORIU
3756912,GISELE DALMASO,SC,JOACABA
3757064,DR LUIZ CARLOS PEDROSO,SC,JOACABA
3758095,MARCIONEI RANK,SC,ITAJAI
5057361,CHARLES RICARDO VOIGT,SC,CANOINHAS
5057450,CLINICA GAMA D ECA,SC,FLORIANOPOLIS
5057639,LUIZ AURELIO FERREIRA LUCATO,SC,ITAJAI
5058414,PAULO HENRIQUE VILLELA,SC,ITAJAI
5060885,JOEL ANTONIO BERNHARDT,SC,ITAJAI
5062020,CARLA LEITE DE PINTO COSTA,SC,FLORIANOPOLIS
5063191,DUILIO BERNINI NETO,SC,JARAGUA DO SUL
5066123,GISELLE KNUPPEL LIMA,SC,CANOINHAS
5067197,APESC,SC,JOINVILLE
5159601,CONSULTORIO ODONTOLOGICO,SC,CONCORDIA
5161789,BEATRIZ LOBATO MARTINS,SC,BRUSQUE
5165172,NUTROCARE SERVICOS MEDICOS,SC,FLORIANOPOLIS
